core_id,cell_label,cell_size,y_cent,x_cent,tma,CD45,CD3e,CD8,CD4,FoxP3,CD20,CD68,CD163,CD16,CD11b,MPO,Cytokeratin,CD31,Podoplanin,aSMA
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,24476,257,3168.9494163424124,494.1284046692607,TMA609,0.0683198797759314,0.0530832348779662,0.0282248328322597,0.0011360719705495,0.0092915076608672,0.0,0.0002565314132808,0.0006335659335402,0.064423291400869,0.0368986673959513,0.1016375472541647,0.0288609698072516,0.6216548496111638,0.4547062100612205,0.0661553888740968
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,37781,519,4097.344894026975,940.179190751445,TMA609,0.5946853652145444,0.0007349082450195,1.835394895075557e-05,0.0014604514404643,0.0049291787287604,0.5120590995023276,0.0012735307028594,0.0014000350913238,0.0017622499668759,0.0947687815410675,0.1100441739134548,0.0018337419160906,0.0076005437774414,0.0040274320060787,0.003009769957041
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,12264,265,2212.966037735849,1843.588679245283,TMA609,0.591792334500079,0.5519005971207164,0.0016085730806602,0.0014604514404643,0.0049291787287604,0.0014747671148213,0.0012608082792651,0.0013129797456981,0.0015365565905888,0.1219744119786662,0.0576279236197351,0.0014843991849958,0.041573162340853,0.1560998633555402,0.0030810048083499
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,51628,240,5065.05,4494.191666666667,TMA609,0.720393266235495,0.7101306008094204,0.1623463779324232,0.4561104845626095,0.0049291787287604,0.001594471028361,0.0013054226949084,0.0014000350913238,0.0018145430507732,0.0816642402927338,0.4155631443821916,0.3359698362965107,0.001543148481229,0.1820504899148129,0.3860295436745842
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,15057,234,2420.294871794872,396.465811965812,TMA609,0.8202944651252458,0.1884906525522192,0.1505660539275861,0.0014604514404643,0.0049291787287604,0.5524868198011694,0.0013054226949084,0.0014000350913238,0.0018145430507732,0.1165237465191254,0.032683732370471,0.0001650463913258,0.0016417938914439,0.1491143214385832,0.0030810048083499
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,55724,401,5454.600997506234,2630.027431421446,TMA609,0.5741523853951166,0.5580165519253151,0.1399796757784729,0.3172344743109308,0.0037859987022773,0.0667625430942391,0.0445349194626756,0.359083398070771,0.0419828932023956,0.064911831924057,0.1035251063390551,0.0367300191558274,0.6579677158174712,0.0020151724018177,0.0030810048083499
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,18964,288,2723.590277777778,750.5798611111111,TMA609,0.7359194723690624,0.6978044037649533,0.4214351700131922,0.0002554551288669,0.0049291787287604,0.0934714216140085,0.00167488249867,0.0014000350913238,0.0018145430507732,0.1103805003728606,0.172036599509548,8.972560062798253e-05,0.0006142182784199,0.0023813396784587,0.0030810048083499
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,2668,492,1299.4227642276423,3429.4430894308944,TMA609,0.0024423864325488,0.0103509460011324,0.0015827648348559,0.0005659444393594,0.0064109439037711,0.0011995612201241,0.0028240668157786,0.0013603593553329,0.0016254127316211,0.0003192663946308,0.0138966338900976,0.084330327694891,0.3978390697518203,0.9947225888068344,0.123189793324608
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,31238,605,3661.272727272728,1314.7801652892565,TMA609,0.1759811176314434,0.0008045213500719,3.148991566089109e-05,0.0014604514404643,0.0049291787287604,0.001594471028361,0.0011842630274496,0.0012973728322919,0.4267970788988762,0.2722462751505385,0.7491546107429511,0.0014154358206067,0.5679267350176102,0.2226829095076373,0.0030810048083499
RCC-TMA609(reg_4x5)-dst=reg019-src=reg005,9967,495,2028.8161616161617,494.16565656565655,TMA609,0.7285429285995512,0.0007858288444381,6.735343002927124e-05,0.0014604514404643,0.0049291787287604,0.6019127364452922,0.0012767613221442,0.0014000350913238,0.0018145430507732,0.1363590631371498,0.0490192845160143,8.003530555126693e-05,0.0016417938914439,0.0019336923518709,0.0030810048083499
