clustering_id,method,unit_ids,cluster_ids,annotation
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c990,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c993,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c998,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1012,3,CD4T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1014,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1017,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1029,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1034,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1045,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1057,3,CD4T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1063,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1064,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1068,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1070,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1071,3,CD4T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1088,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1101,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1108,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1120,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1123,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1139,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1140,3,CD4T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1146,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1149,3,CD4T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1159,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1160,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1170,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1174,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1179,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1183,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1195,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1199,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1211,3,CD4T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1217,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1224,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1231,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1233,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1240,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1246,2,CD8T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1252,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1266,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1278,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1286,0,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1294,1,Muscle-like
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1296,3,CD4T
da47861a-e671-48ec-8dc2-891d2bf68bea,phenograph,RCC-TMA609(reg_4x5)-dst=reg019-src=reg005_c1301,1,Muscle-like
